FileName	GenomeSize	GeneSize	Coding	ASR
GCF_009834535.1_BCGSAC_Cfer_1.0_genomic.gff	2087093976	1161193660	34856457	3.2083521282728191
GCF_009873245.2_mBalMus1.pri.v3_genomic.gff	2374868943	1100512837	33741698	3.0621316093813653
GCF_009914755.1_T2T-CHM13v2.0_genomic.gff	3117275595	1788081700	34366738	7.4732934501959427
GCF_011064425.1_Rrattus_CSIRO_v1_genomic.gff	2382787281	886643305	34773807	1.786038152221872
GCF_011100555.1_mCalJa1.2.pat.X_genomic.gff	2874864526	1486452324	37555455	4.8800401166754606
GCF_011100635.1_mTriVul1.pri_genomic.gff	3359347707	1189414171	36564794	1.7346961123314411
GCF_011762505.1_mArvNil1.pat.X_genomic.gff	2496761438	922075177	36588418	2.0482769438132036
GCF_011762595.1_mTurTru1.mat.Y_genomic.gff	2378522213	1115944333	33563163	3.3688132730517681
GCF_014441545.1_ROS_Cfam_1.0_genomic.gff	2396858295	1385415847	35727973	3.6862549968899718
GCF_015220235.1_mChoDid1.pri_genomic.gff	3214702648	1364170497	37860694	2.8172450563109064
GCF_015852505.1_mTacAcu1.pri_genomic.gff	2213004214	1008703716	32872687	1.9655412105496579
GCF_016077325.2_ASM1607732v2_genomic.gff	2431907375	1273043559	36538237	3.1513170435672637
GCF_016432865.1_AdamAnt_v2_genomic.gff	3192661299	1323546671	35343809	2.2184381428724902
GCF_016433145.1_AgileGrace_genomic.gff	3701033721	1138869191	33966006	1.3969285938417368
GCF_016509475.1_Fcat_Pben_1.1_paternal_pri_genomic.gff	2435718761	1131404411	34763632	3.2199053884818478
GCF_016772045.2_ARS-UI_Ramb_v3.0_genomic.gff	2654063983	1291049951	36581767	4.5835526752985993
GCF_016881025.1_HiC_Itri_2_genomic.gff	2478965571	1113097630	34737649	3.2902715149203101
GCF_016906955.1_ROS_Pafr_v1_genomic.gff	2435083091	1095765702	34798289	2.7748514876694079
GCF_018345385.1_ASM1834538v1_genomic.gff	2345550353	1119709331	35008077	3.2132793812125127
GCF_018350155.1_O.geoffroyi_Oge1_pat1.0_genomic.gff	2426387554	1313919848	35276627	4.2399368567748841
GCF_018350175.1_F.catus_Fca126_mat1.0_genomic.gff	2425747038	1503160173	35943279	4.483923461740928
GCF_018350195.1_P.tigris_Pti1_mat1.1_genomic.gff	2408695688	1195292413	35116905	3.088454178977333
GCF_018350215.1_P.leo_Ple1_pat1.1_genomic.gff	2297568983	1152846535	33940426	3.0721418758857064
GCF_019320065.1_ASM1932006v1_genomic.gff	2526613007	1208269403	36625148	3.0526801966779766
GCF_019393635.1_mDroGli1.pri_genomic.gff	3303199800	1387331291	36428651	2.2848712953987782
GCF_019923935.1_NDDB_SH_1_genomic.gff	2622460639	1298685229	36222716	3.8456735270762139
GCF_020171115.1_ASM_NN_V1_genomic.gff	2681215271	1082001795	34970376	2.6263414496887307
GCF_020740605.2_mLemCat1.pri_genomic.gff	2245601549	963546811	34236406	2.5380091590221241
GCF_020740685.1_mJacJac1.mat.Y.cur_genomic.gff	2863865261	1160311585	34846646	2.6012538767719566
GCF_020826845.1_mDicBic1.mat.cur_genomic.gff	3005535620	1119162007	36182270	2.6511320876219209
GCF_021613505.1_UCLA_HA_Equagga_1.0_genomic.gff	2500930762	1065443308	35995116	2.8195137640339873
GCF_022355385.1_MUSNIG.SB6536_genomic.gff	2498549507	1136625213	34450511	2.7427669505395724
GCF_022682495.1_HLdesRot8A_genomic.gff	2113489943	980952820	33902273	3.1070935863208935
GCF_022837055.1_UM_Priviv_1.0_genomic.gff	2461562329	1200899607	35004057	3.2775231168204302
GCF_023065955.2_UrsArc2.0_genomic.gff	2423418479	1200066346	35297810	3.5749668888806414
GCF_023091745.1_Takin1.1_genomic.gff	2851654952	993435655	35124450	1.5481103334002384
GCF_023159225.1_ASM2315922v1_genomic.gff	2212099196	855531320	35143958	2.2843188009728443
GCF_023721935.1_Puncia_PCG_1.0_genomic.gff	2433989369	1099090404	34275475	2.5986210256750635
GCF_024139225.1_mSunEtr1.pri.cur_genomic.gff	2471666657	1050229418	33498078	1.419554369656671
GCF_024166365.1_mEleMax1_primary_haplotype_genomic.gff	3401247148	1400204417	36925090	2.997778962759468
GCF_024542745.1_ASM2454274v1_genomic.gff	2822383045	2026802862	35930473	3.4685211074176507
GCF_025265405.1_mMesDen1_primary_haplotype_genomic.gff	2683391478	1033599505	34294785	2.5469691966285835
GCF_026419965.1_mKogBre1_haplotype_1_genomic.gff	2555855246	1248723099	32796783	4.2179249105011305
GCF_027406575.1_mNycCou1.pri_genomic.gff	2917154053	1239758111	36558922	3.0656200420789212
GCF_027409185.1_mCynVol1.pri_genomic.gff	2814418120	999762324	36638585	2.2720055100381198
GCF_027475565.1_VMU_Ajub_asm_v1.0_genomic.gff	2377417351	1345764271	35289859	4.081771253322378
GCF_027574615.1_DD_ASM_mEF_20220401_genomic.gff	2008057866	916244699	34253197	1.9137140395975301
GCF_027595985.1_mSorAra2.pri_genomic.gff	2405993548	1000908474	34444592	2.3311811909399305
GCF_027887165.1_mMonDom1.pri_genomic.gff	3586166573	1582027291	38182462	3.7075389481170702
GCF_028018385.1_mNeoNeb1.pri_genomic.gff	2468345093	1331947233	35728683	3.7811866449149552
GCF_028021215.1_mEscRob2.pri_genomic.gff	2982418581	1071685083	33252536	2.5971582738832311
GCF_028023285.1_mBalRic1.hap2_genomic.gff	2678442663	1196409229	34033367	3.2067230374238318
GCF_028533385.1_Panthera_onca_HiC_genomic.gff	2380259976	1215360283	34151998	3.1437722618746933
GCF_028564815.1_mEubGla1.1.hap2._XY_genomic.gff	2843691573	1081812035	34231746	2.4549688175414714
GCF_028858775.2_NHGRI_mPanTro3-v2.0_pri_genomic.gff	3177756316	1594816740	38249164	6.2000812096180713
GCF_028878055.3_NHGRI_mSymSyn1-v2.1_pri_genomic.gff	3262904224	1522252240	37596901	4.7172593826283711
GCF_028885625.2_NHGRI_mPonPyg2-v2.0_pri_genomic.gff	3220951552	1412272219	37584606	4.3570978235078481
GCF_028885655.2_NHGRI_mPonAbe1-v2.0_pri_genomic.gff	3259870029	1521288162	37527069	4.5302028250594262
GCF_029281585.2_NHGRI_mGorGor1-v2.0_pri_genomic.gff	3545850636	1534378983	38393372	4.4065468904372347
GCF_029289425.2_NHGRI_mPanPan1-v2.0_pri_genomic.gff	3244905271	1550002662	38481835	4.2716797678696974
GCF_029407905.1_PCC_UOA_SB_1v2_genomic.gff	2898492518	1309065151	36525576	3.083667373240055
GCF_030014295.1_mLoxAfr1.hap2_genomic.gff	3540876381	1250239579	37237931	3.0219356977701044
GCF_030020395.1_mManPen7.hap1_genomic.gff	2840164579	1243579036	36291656	3.5350785866591483
GCF_030028045.1_mHipAmp2.hap2_genomic.gff	2538259262	1057953209	36747529	2.9847327693788608
GCF_030254825.1_Bangor_MerUng_6.1_genomic.gff	2702201048	1081354292	36015429	3.0783760482208891
GCF_030435755.1_mOchPri1.hap1_genomic.gff	2555444530	968713537	34678153	2.2666739200325923
GCF_030435805.1_mMusLut2.pri_genomic.gff	2586268927	1201530126	35591384	3.2715154038404353
GCF_030445035.1_mDasNov1.hap2_genomic.gff	3570966115	1377961071	37714874	3.0927181408586968
GCF_032405125.1_serow.2_genomic.gff	2828283278	946804621	34306272	1.7624876290842677
GCF_032452875.1_ARS-OSU_banteng_1.0_genomic.gff	2972811588	1292266096	36544462	3.4633294642564447
GCF_033115175.1_mLepTim1.pri_genomic.gff	2930972321	1123652839	36397498	2.2625859887402151
GCF_033118175.1_ASM3311817v1_genomic.gff	3104280228	1129061811	36597213	2.5369685117825775
GCF_036321535.1_mCamDro1.pat_genomic.gff	2306603094	1132409040	34463263	3.0728930977893767
GCF_036323735.1_GRCr8_genomic.gff	2849581192	1286142611	38225037	4.7472962027479531
GCF_036850765.1_mSacBil1_pri_phased_curated_genomic.gff	2612309609	1172678821	34007263	2.974245472209863
GCF_036850995.1_mSacLep1_pri_phased_curated_genomic.gff	2576513769	1176694272	34151065	2.8717158601056805
GCF_037993035.1_T2T-MFA8v1.0_genomic.gff	3042914375	1527820072	36877520	4.6061200427794491
GCF_039906515.1_mPseCra1.hap1_genomic.gff	2674592094	1318285452	33360167	3.9973217460212354
GCF_041146395.1_OSU_ERuf_1_genomic.gff	2415577446	915318388	33794278	2.2874241905685926
GCF_900094665.2_CAROLI_EIJ_v1.1_genomic.gff	2552832562	1020320320	34998709	2.8114695316332954
GCF_900095145.1_PAHARI_EIJ_v1.1_genomic.gff	2475012951	962869834	34374867	2.5159734581663979
GCF_902635505.1_mSarHar1.11_genomic.gff	3086674442	1298047186	35281564	2.7820323101322835
GCF_902655055.1_mLutLut1.2_genomic.gff	2438458878	1192943008	35710356	3.2866964137798012
GCF_902686445.1_mSciCar1.2_genomic.gff	2815397268	1075605297	36497701	2.7769462246402861
GCF_903992535.2_mArvAmp1.2_genomic.gff	2297766297	888657614	35516615	2.1618236141028642
GCF_903995425.1_mOncTor1.1_genomic.gff	2468394440	978105808	35017639	2.4751675291415278
GCF_903995435.1_mAcoRus1.1_genomic.gff	2301522284	923730223	34563650	1.7539736110046249
GCF_910594005.1_mCerEla1.1_genomic.gff	2886603524	1237320235	37651428	3.0428681217615439
GCF_922984935.1_mMelMel3.1_paternal_haplotype_genomic.gff	2738694446	1117747477	35862955	2.8896937801137694
GCF_937001465.1_mOrcOrc1.1_genomic.gff	2647351467	1333789255	34260195	3.8447042114033501
GCF_947179515.1_mApoSyl1.1_genomic.gff	2889785202	1022130790	37090074	2.3859350078406423
GCF_949774975.1_mLagAlb1.1_genomic.gff	2544835795	1095748907	33461425	2.8798861973152667
GCF_949786415.1_PerEre_H2_v1_genomic.gff	2916563079	935942598	36283778	1.8627221233687408
GCF_949987515.1_mDelDel1.1_genomic.gff	2663516986	1105159209	33128386	2.3603894255518516
GCF_949987535.1_mBalAcu1.1_genomic.gff	2772885358	1176073562	34590048	3.159894371930331
GCF_950005125.1_mChiNiv1.1_genomic.gff	2393390621	965587975	36426563	2.441391409889536
GCF_950295315.1_mEriEur2.1_genomic.gff	2720683831	1261354776	34939427	2.9279819328462371
GCF_963259705.1_mMyoDau2.1_genomic.gff	2127807131	1009506722	36120753	3.305615555688997
GCF_963455315.1_mGloMel1.1_genomic.gff	2651292441	1215546487	33656670	3.1222395441973316
GCF_963924675.1_mPhoPho1.1_genomic.gff	2512713112	893267297	32020782	1.7756656598830096
GCF_963930625.1_mMunRee1.1_genomic.gff	2656168540	1097857029	36190850	2.5722424038120133
GCF_000146605.3_Turkey_5.1_genomic.gff	1115474681	463508513	26861651	1.8452544484328235
GCF_000247815.1_FicAlb1.5_genomic.gff	1118343587	526261978	27273463	1.8717353201535134
GCF_000738735.6_ASM73873v6_genomic.gff	1030881721	606296677	26971534	3.0930384975507881
GCF_001522545.3_Parus_major1.1_genomic.gff	1020310769	570285686	27427502	3.083236964124549
GCF_001577835.2_Coturnix_japonica_2.1_genomic.gff	927656957	574861714	28979159	3.1706115764091014
GCF_002078875.1_NumMel1.0_genomic.gff	1043264150	651586469	28880405	3.219100043784012
GCF_003957555.1_bCalAnn1_v1.p_genomic.gff	1059687259	516828588	26878017	2.1050259027665619
GCF_003957565.2_bTaeGut1.4.pri_genomic.gff	1056271262	613060756	30221454	3.0930281183691557
GCF_004027225.2_bStrHab1.2.pri_genomic.gff	1148597545	639194153	29644399	3.2759716262083773
GCF_005870125.1_lonStrDom2_genomic.gff	1060269806	580914162	27846578	2.2217793511288892
GCF_009650955.1_bCorMon1.pri_genomic.gff	1112734094	654744117	29812038	3.2913735384343732
GCF_009769625.2_bCygOlo1.pri.v2_genomic.gff	1134186642	709103668	29785789	3.5396305600633915
GCF_009819655.1_bSylAtr1.pri_genomic.gff	1066804524	566139225	28388271	1.9910501417997595
GCF_009819795.1_bAytFul2.pri_genomic.gff	1127004725	554283088	28239036	2.1301852159542558
GCF_009819885.2_bCatUst1.pri.v2_genomic.gff	1131616530	617617649	30495828	2.5970660642498378
GCF_009829145.1_bChiLan1.pri_genomic.gff	1089631598	626276084	28928780	2.9518742235241167
GCF_011077185.1_BPBGC_Ojam_1.0_genomic.gff	1147585764	686253766	29140822	3.0760138818321598
GCF_012275295.1_bMelUnd1.mat.Z_genomic.gff	1171617451	555480846	29370298	1.8598838527276775
GCF_012460135.2_BPBGC_Mater_1.1_genomic.gff	1087236743	575192435	29192453	1.9799535174382228
GCF_013368605.1_bNycGra1.pri_genomic.gff	1256393467	600343221	29082327	2.1940407657200196
GCF_013377495.2_CAtr_DNAZoo_HiC_assembly_genomic.gff	1124233768	594020729	28645831	2.5891124610767968
GCF_014839835.1_bDryPub1.pri_genomic.gff	1187939694	579499861	27938000	1.7791577779368601
GCF_015220075.1_bFalRus1.pri_genomic.gff	1195847496	650468880	29374969	3.0741124186377866
GCF_015220805.1_bPogPus1.pri_genomic.gff	1272338968	741002755	28607513	2.7685735561843492
GCF_015227805.2_bHirRus1.pri.v3_genomic.gff	1105955550	584803197	28200185	2.8305428847363943
GCF_015476345.1_ZJU1.0_genomic.gff	1188533289	733226250	30500005	3.2650590385149116
GCF_015832195.1_Motacilla_alba_V1.0_pri_genomic.gff	1072670728	601799997	28819245	3.6447579386621682
GCF_016700215.2_bGalGal1.pat.whiteleghornlayer.GRCg7w_genomic.gff	1050511239	715865964	31792263	4.7171744899065535
GCF_017639655.2_bFalNau1.pat_genomic.gff	1215719661	652577232	29592727	3.0578962188918921
GCF_017976375.1_bCucCan1.pri_genomic.gff	1180136575	690917255	30741913	3.054920524952367
GCF_018139145.2_ASM1813914v2_genomic.gff	1240248578	604189565	27519869	1.7181930626195931
GCF_020740725.1_bCorHaw1.pri.cur_genomic.gff	1151611379	647354194	30006553	3.3326861969117214
GCF_020740795.1_bApuApu2.pri.cur_genomic.gff	1100378261	614277036	27445505	2.9014114697470497
GCF_020745825.1_Agelaius_phoeniceus_1.1_genomic.gff	1188547179	517824787	29196546	1.8380649204190112
GCF_021018805.1_Cam_Psub_1.2_genomic.gff	1119947663	605086557	29936911	2.5284301042281885
GCF_022539315.1_serCan2020_genomic.gff	1050352878	588850729	28366821	2.6608922444993044
GCF_023343835.1_bLagMut1_primary_genomic.gff	1026771810	666672159	29767011	3.3551889707703606
GCF_023634085.1_bFalChe1.pri_genomic.gff	1309385023	681192375	29737146	3.1355005621588568
GCF_023634155.1_bFalPer1.pri_genomic.gff	1311598859	676711475	29559520	3.0655741365218381
GCF_023638135.1_bFalBia1.pri_genomic.gff	1285492283	673880789	29232084	3.0705121810678979
GCF_024509145.1_ASM2450914v1_genomic.gff	1123269635	569595961	29685883	2.3740334757770216
GCF_026419915.1_bHarHar1_primary_haplotype_genomic.gff	1351447071	696269468	30994147	3.3525003285297705
GCF_026979565.1_bVidCha1_merged_haplotype_genomic.gff	1080440577	579429098	30373660	2.4603615435215906
GCF_027477595.1_bHaeMex1.pri_genomic.gff	1148233018	580045006	30311794	2.7099025547613578
GCF_027579445.1_bAmmNel1.pri_genomic.gff	1185463352	556081195	28836174	1.9050765888706318
GCF_027791375.1_UM_Iind_1.1_genomic.gff	1147325966	481608286	26570296	1.456943987375978
GCF_027887145.1_bAmmCau1.pri_genomic.gff	1241209685	535296824	29801572	1.6035053117332201
GCF_028018845.1_bMelGeo1.pri_genomic.gff	1162015399	550918689	28129861	2.1134562662787419
GCF_028389875.1_bPtePen1.pri_genomic.gff	1269016774	613737296	30182873	2.4481609818919492
GCF_028500815.1_bRisTri1.patW.cur.20221130_genomic.gff	1353621101	664556217	30345826	3.3794707054604478
GCF_028769735.1_RI_Zleu_2.0_genomic.gff	1123996003	611705113	29750826	2.7243373007525911
GCF_028858705.1_bGruAme1.mat_genomic.gff	1257837975	685576107	31759239	3.4491808509643445
GCF_028858725.1_bColStr4.1.hap1_genomic.gff	1212482152	573657901	28570663	2.5012775517319987
GCF_029582105.1_OMel1.0_genomic.gff	1036256795	566733420	29659810	2.3495116118410739
GCF_030490865.1_bPoeAtr1.hap1_genomic.gff	1251133642	619624547	32179672	2.5118581071926402
GCF_030936135.1_bGavSte3.hap2_genomic.gff	1321270170	540666784	29742816	1.5194062324159219
GCF_031753505.1_ASM3175350v1_genomic.gff	1198243876	704561139	30506897	3.0813950366699046
GCF_035770615.1_bMelMel2.pri_genomic.gff	1541245192	620404116	30505535	2.6246835205479924
GCF_036013445.1_bCalNic1.hap1_genomic.gff	1285834579	578254458	30912504	2.2998037622574996
GCF_036013475.1_bColLiv1.pat.W.v2_genomic.gff	1325566026	744179455	31440333	4.3607624003219048
GCF_036250125.1_bDixPip1.hap1_genomic.gff	1165201947	707266458	31090068	3.3016001766223217
GCF_036370855.1_bDroNov1.hap1_genomic.gff	1468706110	790391389	33037655	2.9379169314529134
GCF_036417665.1_bPasDom1.hap1_genomic.gff	1310131054	777162218	32407774	3.4480045127443804
GCF_036417845.1_bAptMan1.hap1_genomic.gff	1504396159	660367471	31547263	2.092646167117572
GCF_036971685.1_bPatFas1.hap2_genomic.gff	1410041145	609632106	30752777	2.313765973069684
GCF_037042795.1_BPBGC_Maene_1.0_genomic.gff	1177188543	563137829	29426167	1.7945532627474043
GCF_037157495.1_bLatDis1.hap1_genomic.gff	1241003407	664384545	30006476	2.8093005323250888
GCF_040182565.1_Taihu_goose_T2T_genome_genomic.gff	1215354515	781010219	33230040	3.6069592754026178
GCF_040807025.1_bStrCam1.hap1_genomic.gff	1452018929	810896622	33015372	4.0066408459671452
GCF_041296385.1_UR_Acoe_1.0_genomic.gff	1330915384	655634572	31715053	2.785322572218309
GCF_900496995.4_bAquChr1.4_genomic.gff	1233704830	710677853	30853268	3.7594237991255901
GCF_901933205.1_STF_HiC_genomic.gff	1051609828	541832166	28363254	2.2501618819899862
GCF_929443795.1_bAccGen1.1_genomic.gff	1398011397	727356528	31422433	3.1529870077215216
GCF_963662255.1_bCinCin1.1_genomic.gff	1170837027	471714336	29404004	1.819647011339
GCF_963921805.1_bPhaCar2.1_genomic.gff	1283623959	699145985	30941007	2.7377042382621872
GCF_963924245.1_bChrRid1.1_genomic.gff	1417554307	674918863	30628947	2.9508925004832847
GCF_963932015.1_bAnaAcu1.1_genomic.gff	1189296988	746949983	31270076	3.6001953113257543
GCF_002204515.2_AaegL5.0_genomic.gff	1278732104	702514384	24184000	2.5020224942110487
GCF_002237135.1_ASM223713v2_genomic.gff	623660103	229766452	37696479	1.5320270627927877
GCF_002706865.2_ASM270686v3_genomic.gff	429583062	264483634	23921124	1.8343446152446683
GCF_003254395.2_Amel_HAv3.1_genomic.gff	225250884	185150539	18274133	3.1285302016790619
GCF_003369915.1_D.miranda_PacBio2.1_genomic.gff	287096000	133916963	29238526	2.2915347374214416
GCF_003590095.1_tn1_genomic.gff	368211209	221377869	24466198	1.8351202340469901
GCF_003672135.1_Obir_v5.4_genomic.gff	223876465	166752117	20825201	2.4194042592914231
GCF_003676215.2_ASM367621v3_genomic.gff	326023155	172391001	19358256	1.826214303602556
GCF_004354385.1_UK_Dinn_1.0_genomic.gff	167978031	96967878	22360034	1.6178974504242705
GCF_004382145.1_ASM438214v1_genomic.gff	152313266	87352700	22883196	2.1250682815459867
GCF_004382195.2_ASM438219v2_genomic.gff	153084571	89276672	23029264	2.1983773341605706
GCF_005508785.2_pea_aphid_22Mar2018_4r6ur_v2_genomic.gff	533649363	232631902	24308193	1.8943199932631767
GCF_007210705.1_Tcal_SD_v2.1_genomic.gff	191142546	109382820	25932574	1.4468634698584104
GCF_008121235.1_UCBerk_Dsub_1.0_genomic.gff	126248017	88271254	22511408	2.1831012969068837
GCF_009193385.2_Nvit_psr_1.1_genomic.gff	297309692	230422263	22720092	3.1227805767687911
GCF_009650485.2_ASM965048v2_genomic.gff	167525814	114959300	23572198	2.2722859361693803
GCF_009870125.1_UCI_Dpse_MV25_genomic.gff	163282969	104017078	23879805	2.6037441679276694
GCF_010883055.1_B_treatae_v1_genomic.gff	1538686255	682516887	22182075	2.0393978922170266
GCF_011750605.1_ASM1175060v1_genomic.gff	118492362	71649125	21010048	1.7779490080174971
GCF_012273895.1_Zerene_cesonia_1.1_genomic.gff	266405969	175625611	19687936	1.7109169798195198
GCF_013141755.1_UCI_ANSTEP_V1.0_genomic.gff	243460342	161051053	23500816	3.1042519119336109
GCF_013339695.2_BIME_Rsan_1.4_genomic.gff	2365502231	926516607	31390506	1.4745166261416749
GCF_013339725.1_ASM1333972v1_genomic.gff	2529930304	785046529	26237946	1.3731910264622087
GCF_013339745.2_BIME_Dsil_1.4_genomic.gff	2474308340	1049007986	32864251	1.7692840466682171
GCF_013373865.1_ASM1337386v2_genomic.gff	325506644	258167769	23433830	2.5643007566411464
GCF_013758885.1_VT_AalbS3_pri_1.0_genomic.gff	172602732	124417682	21883734	2.7150771435989856
GCF_014356525.2_ASM1435652v1_genomic.gff	1085557067	685099206	26524030	1.952640002292261
GCF_014466175.1_ASM1446617v1_genomic.gff	179370016	147588319	18385939	2.9774514644044014
GCF_014529535.1_BU_Bcop_v1_genomic.gff	309728657	197753127	26784487	2.1122696507123693
GCF_014743375.2_RU_Dsub_v1.1_genomic.gff	265153789	116027152	23936565	2.374875467720619
GCF_014825855.1_ASM1482585v1_genomic.gff	254804690	210707585	18879294	3.2793349687758453
GCF_014839805.1_JHU_Msex_v1.0_genomic.gff	470036997	268190839	24809719	1.8181451390078218
GCF_014905175.1_ASM1490517v1_genomic.gff	156964627	93392149	21431528	1.9613441934704796
GCF_015104395.2_ASM1510439v2_genomic.gff	4253878664	1889993815	38892006	2.2318818936724427
GCF_015228065.2_NSTDA_Pmon_1_genomic.gff	2391056164	433840408	31902806	1.5904790004992038
GCF_015732765.1_VPISU_Cqui_1.0_pri_paternal_genomic.gff	573230032	341235676	25111949	1.9562631319456725
GCF_016086655.3_UVic_Lsal_1.2_genomic.gff	647191672	175002462	21432697	1.6126605065148825
GCF_016617805.1_CSIRO_BtryS06_freeze2_genomic.gff	570658800	255786473	23720177	2.082200820002313
GCF_016746235.2_Prin_Dtei_1.1_genomic.gff	149494471	89543510	23400649	1.9866152430216786
GCF_016746245.2_Prin_Dsan_1.1_genomic.gff	146800522	93551556	23099819	2.3705561935355424
GCF_016746365.2_Prin_Dyak_Tai18E2_2.1_genomic.gff	147899117	97684928	23275796	2.5608072437135982
GCF_016746395.2_Prin_Dsim_3.1_genomic.gff	131663590	92380652	23179391	2.5254611736779453
GCF_016801865.2_TS_CPP_V2_genomic.gff	566354144	369374859	27360656	1.9416071383668578
GCF_016802725.1_UNIL_Sinv_3.0_genomic.gff	378101515	279697814	24616663	2.5787145479466491
GCF_016920715.1_AaraD3_genomic.gff	256823338	160181604	23134945	2.6370269304724951
GCF_017562075.2_AmerM5.1_genomic.gff	294379759	167665393	25005385	2.7341349473323446
GCF_017591435.1_ASM1759143v1_genomic.gff	1005062047	663074826	29589524	2.6474444806885034
GCF_017639315.1_ASM1763931v2_genomic.gff	213817545	111999232	24392569	2.4932025814911092
GCF_018135715.1_MEX_DaPlex_genomic.gff	245173502	146254392	21143273	1.9591978971278476
GCF_018902025.1_UCI_dwil_1.1_genomic.gff	246985538	99731667	23992468	1.7033095969951904
GCF_019202785.1_ASM1920278v2_genomic.gff	1466079641	480003793	31479850	2.0909727968843561
GCF_019457755.1_ASM1945775v1_genomic.gff	290760430	194625910	21546174	2.3962075122942941
GCF_019925205.1_ASM1992520v1_genomic.gff	480811620	234656697	26455041	1.7795838985847725
GCF_020080835.1_MPM_Cglom_v2.3_genomic.gff	288846213	189837408	23118121	2.2849255352543576
GCF_020184175.1_ASM2018417v2_genomic.gff	334871293	207266452	22937209	2.0638677966443084
GCF_020631705.1_ASM2063170v1.1_genomic.gff	161467056	83291843	27334190	1.8571134904674329
GCF_020882245.1_ASM2088224v1_genomic.gff	338184925	193239607	21288330	1.9044292342330282
GCF_021130785.1_UT_GWSS_2.1_genomic.gff	2305003542	702667158	27411488	1.8305042396822822
GCF_021134715.1_ASM2113471v1_genomic.gff	133196385	82517619	25415168	2.2906502132899536
GCF_021155765.1_iyDipSimi1.1_genomic.gff	270225736	156081990	20097338	2.2669242563368344
GCF_021155775.2_iyNeoPine1.2_genomic.gff	272498186	208064240	21917746	2.8411258621210411
GCF_021155785.1_iyNeoFabr1.1_genomic.gff	260422217	199148516	21175837	2.800388763853821
GCF_021234035.1_SC_F0-13Bv2_genomic.gff	185057732	111904544	27675479	1.8866082859848605
GCF_021461385.2_iqSchPice1.1_genomic.gff	8742459392	2303292930	27349831	1.5518101007644252
