	FileName	Name	Accession	ScientificName	Genes_total	Genes_protein_coding	mRNAs	CDSs	CDSs_model_refseq	CDSs_known_refseq	CDSs_fully_supported	CDSs_ab_initio	Length_count_genes	Length_mean_genes	Length_count_transcripts	Length_mean_transcripts	Length_count_cds	Length_mean_cds	Length_count_exons	Length_mean_exons	Length_count_introns	Length_mean_introns	Num_proteins	Num_transcripts	Num_proteins_hsapiens	Num_transcripts_hsapiens	Num_rnaseq_reads	Num_tissues	Num_runs
10	Anopheles_albimanus_AR100_annotation_report.xml	VT_AalbS3_pri_1.0	GCF_013758885.1	Anopheles albimanus	12945	11565	23947	23947	23947	0	23372	273	12765	9746.78	25883	4094.87	23947	2487.67	73110	605.836	58683	2357.13	205888	4472	0	0	1319685101	11	39
11	Anopheles_aquasalis_AR100_annotation_report.xml	idAnoAquaMG_Q_19	GCF_943734665.1	Anopheles aquasalis	13026	11524	20271	20284	20284	0	19137	638	12914	9383.7	22061	3528.42	20284	2335.94	66333	541.732	53792	2267.02	235299	3608	0	0	528286110	2	11
12	Anopheles_arabiensis_AR100_annotation_report.xml	AaraD3	GCF_016920715.1	Anopheles arabiensis	15763	12601	25519	25532	25532	0	24635	567	15289	10476.9	29021	3907.6	25532	2395.75	78084	586.284	62918	2922.41	194576	252	0	0	2154283600	9	67
13	Anopheles_coluzzii_AR101_annotation_report.xml	AcolN3	GCF_943734685.1	Anopheles coluzzii	14579	12410	24012	24012	24012	0	23244	525	14361	12232.6	26569	4154.75	24012	2439.24	73326	649.191	59058	3400.13	201974	9	0	0	4620287806	14	130
14	Anopheles_darlingi_AR100_annotation_report.xml	idAnoDarlMG_H_01	GCF_943734745.1	Anopheles darlingi	12430	11235	20247	20260	20260	0	19008	865	12378	10385.3	21926	3693.79	20260	2377.61	66573	563.515	53868	2456.84	202562	19071	0	0	393302477	2	5
15	Anopheles_funestus_AR100_annotation_report.xml	idAnoFuneDA-416_04	GCF_943734845.2	Anopheles funestus	14819	12092	25342	25342	25342	0	24695	399	14372	12666.2	28825	4394.79	25342	2493.09	77346	679.212	62266	3474.26	201975	36116	0	0	2194519133	15	38
16	Anopheles_maculipalpis_AR100_annotation_report.xml	idAnoMacuDA_375_x	GCF_943734695.1	Anopheles maculipalpis	12929	11533	14409	14422	14422	0	12276	733	12585	23037.4	15501	2061.81	14422	2113.07	55247	408.045	43676	7343.16	236987	0	0	0	3546185922	22	66
17	Anopheles_merus_AR100_annotation_report.xml	AmerM5.1	GCF_017562075.2	Anopheles merus	16199	13794	28425	28438	28438	0	27310	786	15788	10619.8	31483	3923.99	28438	2410.32	84694	570.5	68557	2910.23	193021	5	0	0	1681970284	22	52
18	Anopheles_stephensi_AR100_annotation_report.xml	UCI_ANSTEP_V1.0	GCF_013141755.1	Anopheles stephensi	15394	12692	29660	29660	29660	0	28977	474	15187	10604.5	33323	4255.47	29660	2466.1	84171	613.33	67059	2937.78	192495	781548	0	0	3590897044	18	72
19	Anthonomus_grandis_grandis_AR100_annotation_report.xml	icAntGran1.3	GCF_022605725.1	Anthonomus grandis grandis	17324	13112	23731	23731	23731	0	22669	791	17117	28617.5	30180	3117.22	23731	2097.88	118987	392.093	100085	5915.32	208867	0	0	0	2494419392	1	5
20	Aphidius_gifuensis_AR100_annotation_report.xml	ASM1490517v1	GCF_014905175.1	Aphidius gifuensis	13956	12683	20604	20617	20617	0	18249	1623	13712	6810.98	22000	2875.79	20617	2045.26	80631	437.97	64421	1300.63	200969	154	0	0	357743548	3	3
21	Aphis_gossypii_AR101_annotation_report.xml	ASM2018417v2	GCF_020184175.1	Aphis gossypii	18811	14853	25996	26009	26009	0	23411	2154	17499	11844.5	30713	2560.87	26009	1828.76	129882	327.526	110169	2064.1	222190	89235	0	0	5528776008	7	99
22	Apis_mellifera_AR104_annotation_report.xml	Amel_HAv3.1	GCF_003254395.2	Apis mellifera	12374	9935	23458	23471	22939	532	23077	162	12332	15013.5	28117	3508.42	23471	2445.65	100203	400.509	83909	2836.01	156857	8862482	0	0	8914467727	37	170
23	Aquila_chrysaetos_chrysaetos_AR101_annotation_report.xml	bAquChr1.4	GCF_900496995.4	Aquila chrysaetos chrysaetos	21369	16702	52413	52443	52413	0	51353	661	21138	33613	61264	4089.23	52413	2226.74	243948	350.378	219907	4290.84	211979	808825	62014	0	1436590910	11	19
24	Arachis_hypogaea_AR101_annotation_report.xml	arahy.Tifrunner.gnm1.KYV3	GCF_003086295.2	Arachis hypogaea	109230	65846	100692	100775	100775	0	85092	14565	104335	2700.58	156954	1565.5	100775	1371.96	447391	339.596	351236	535.49	151879	4282210	0	0	9470549282	52	225
25	Arachis_ipaensis_AR101_annotation_report.xml	Araip1.1	GCF_000816755.2	Arachis ipaensis	49814	37716	57621	57621	57621	0	46852	9605	47491	3947.68	79001	1669.2	57621	1265.11	257815	324.895	195664	729.144	95771	6254320	0	0	8958708613	63	202
26	Archocentrus_centrarchus_AR100_annotation_report.xml	fArcCen1	GCF_007364275.1	Archocentrus centrarchus	29275	25253	41106	41345	41106	0	38806	1185	28041	18289.3	44749	2929.14	41106	1957.77	291710	272.461	262117	1884.13	250371	6278216	54107	0	385147150	10	30
27	Aricia_agestis_AR100_annotation_report.xml	ilAriAges1.1	GCF_905147365.1	Aricia agestis	15412	12987	21296	21296	21296	0	19573	1025	15258	19106.2	24003	2331.87	21296	1979.18	115692	265.663	100050	3246.49	215972	0	0	0	814522060	9	47
28	Arvicanthis_niloticus_AR100_annotation_report.xml	mArvNil1.pat.X	GCF_011762505.1	Arvicanthis niloticus	31912	22234	41473	41699	41473	0	39612	981	26111	35218.9	46192	2688.19	41473	1817.95	235823	284.6	206601	4875.11	175011	7005593	57234	396967	266678898	2	6
29	Arvicola_amphibius_AR101_annotation_report.xml	mArvAmp1.2	GCF_903992535.2	Arvicola amphibius	28375	21424	40695	40917	40695	0	38082	1485	24916	35559.9	45988	2760.92	40695	1898.01	228912	271.555	204787	4911.91	118452	8780866	62399	0	673410958	1	6
30	Asparagus_officinalis_AR100_annotation_report.xml	Aspof.V1	GCF_001876935.1	Asparagus officinalis	32237	26460	36763	36763	36763	0	28263	6995	30689	6958.75	45652	1627.86	36763	1268.41	182341	282.576	147418	1324.32	264004	8613	0	0	1174990785	22	22
31	Astatotilapia_calliptera_AR100_annotation_report.xml	fAstCal1.2	GCF_900246225.1	Astatotilapia calliptera	31331	26070	52705	52859	52718	0	51183	781	30208	17280.1	58529	3425.23	52718	2331.1	310970	295.646	279073	1982.64	244516	5626161	51204	0	2143662190	9	38
32	Astyanax_mexicanus_AR103_annotation_report.xml	AstMex3_surface	GCF_023375975.1	Astyanax mexicanus	52771	26736	52494	52668	52462	32	50979	789	51219	18920.9	81239	2952.51	52494	2361.64	319092	352.229	286485	3931.72	225487	284380	65282	0	5231534948	32	105
33	Athalia_rosae_AR103_annotation_report.xml	iyAthRosa1.1	GCF_917208135.1	Athalia rosae	13515	11393	26342	26342	26332	10	25766	405	13428	10101.4	30346	3688.59	26342	2246.65	106462	444.025	89908	1660.99	196479	40	0	0	5503217204	4	49
34	Aythya_fuligula_AR100_annotation_report.xml	bAytFul2.pri	GCF_009819795.1	Aythya fuligula	17219	15578	27748	27809	27761	0	25088	1332	17029	32543.8	29896	3169.26	27761	2180.33	189225	247.453	173614	3572.64	88653	1132420	56256	0	370432514	3	48
35	Bactrocera_dorsalis_AR103_annotation_report.xml	ASM2337382v1	GCF_023373825.1	Bactrocera dorsalis	17486	14607	30089	30102	30070	32	29041	786	16568	20939	33399	3876.14	30102	2338.91	95492	584.176	75952	6454.52	212913	164527	0	0	9455877326	25	144
36	Bactrocera_neohumeralis_AR100_annotation_report.xml	APGP_CSIRO_Bneo_wtdbg2-racon-allhic-juicebox.fasta_v2	GCF_024586455.1	Bactrocera neohumeralis	17402	13929	25544	25557	25557	0	23895	1087	16376	19814.1	29384	3298.11	25557	2153.82	89892	516.509	72223	5738.17	212818	10	0	0	2487006564	5	41
37	Bactrocera_tryoni_AR100_annotation_report.xml	CSIRO_BtryS06_freeze2	GCF_016617805.1	Bactrocera tryoni	16748	14221	23937	23950	23950	0	22123	1233	15659	16334.8	26059	2682.43	23950	2068.27	85156	433.898	68042	4375.53	174787	1287948	0	0	1058748134	4	21
38	Balaenoptera_musculus_AR100_annotation_report.xml	mBalMus1.pri.v3	GCF_009873245.2	Balaenoptera musculus	27194	19686	52246	52306	52246	13	50407	1080	24213	45441.9	59805	3096.12	52259	1989.39	246134	301.331	219171	6220.91	111891	116889	60804	0	626869776	9	11
39	Belonocnema_kinseyi_AR100.20220217_annotation_report.xml	B_treatae_v1	GCF_010883055.1	Belonocnema kinseyi	16343	14488	25246	25246	25246	0	21527	3050	16035	42564.2	27402	2504.21	25246	1798.89	105127	344.629	88540	9429.21	0	0	0	0	0	0	0
40	Benincasa_hispida_AR100_annotation_report.xml	ASM972705v1	GCF_009727055.1	Benincasa hispida	26068	21004	33043	33043	33043	0	30007	2734	24993	4863.62	41139	1897.22	33043	1406.11	149829	327.825	119410	834.374	75444	5	0	0	2832160944	5	55
41	Bombus_affinis_AR100_annotation_report.xml	iyBomAffi1.2	GCF_024516045.1	Bombus affinis	15252	10718	28024	28024	28024	0	27454	297	14971	17079.4	35888	3901.49	28024	2360.71	113226	485.083	94803	3795.21	199851	0	0	0	8223609178	32	180
42	Bombus_huntii_AR100_annotation_report.xml	iyBomHunt1.1	GCF_024542735.1	Bombus huntii	15072	11088	27776	27776	27776	0	26590	723	14643	16640	34820	3978.05	27776	2185.34	111723	526.15	93384	3283.31	199461	0	0	0	6597780250	3	158
43	Bombus_pyrosoma_AR100_annotation_report.xml	ASM1482585v1	GCF_014825855.1	Bombus pyrosoma	12481	10600	28292	28292	28292	0	27821	314	12286	17150.2	32768	4031.79	28292	2197.22	107710	476.196	90875	3135.54	202726	78135	0	0	1256610072	4	8
44	Bombus_terrestris_AR103_annotation_report.xml	iyBomTerr1.2	GCF_910591885.1	Bombus terrestris	13398	10310	25755	25755	25730	25	25165	311	13250	16318.5	31232	4067.06	25755	2296.86	106025	486.461	89456	3026.8	197509	377017	0	0	7244792942	23	160
45	Bos_indicus_AR100_annotation_report.xml	Bos_indicus_1.0	GCF_000247795.1	Bos indicus	26192	19900	35979	36106	35979	0	32654	1591	22680	43555.6	40257	3003.89	35979	1820.67	218320	308.562	193564	5542.66	81967	1989647	45075	344947	8324786874	198	264
46	Bos_indicus_x_Bos_taurus_AR100_annotation_report.xml	Bos_hybrid_MaternalHap_v2.0	GCF_003369695.1	Bos indicus x Bos taurus	32783	20846	54075	54287	54075	0	52345	953	27826	43582.9	64497	3414.3	54075	2153.18	258778	340.255	227572	6674.18	52406	2065320	52350	0	9731777244	26	244
47	Brachypodium_distachyon_AR103_annotation_report.xml	Brachypodium_distachyon_v3.0	GCF_000005505.3	Brachypodium distachyon	31335	25535	37811	37892	37796	96	35716	1705	30000	3647.01	48225	2083.18	37892	1432.65	175719	370.955	138378	492.266	172812	5299170	0	0	9734378257	195	232
48	Bradysia_coprophila_AR100_annotation_report.xml	BU_Bcop_v1	GCF_014529535.1	Bradysia coprophila	20106	16546	28473	28473	28473	0	27396	745	19857	9958.86	32462	2511.11	28473	1994.28	121521	353.501	97814	2107.09	193023	1777216	0	0	2979079610	15	92
49	Brassica_napus_AR102_annotation_report.xml	Da-Ae	GCF_020379485.1	Brassica napus	123214	90897	120178	120350	119766	584	106972	12404	113910	2446.97	155074	1833.54	120350	1285.29	555341	375.566	427933	228.486	79662	782197	0	0	9697245891	33	371
50	Brassica_oleracea_AR100_annotation_report.xml	BOL	GCF_000695525.1	Brassica oleracea	53027	44305	56610	56610	56610	0	48013	7238	48532	2378.96	67591	1490.52	56610	1247.1	266772	287.541	208723	250.179	61523	237861	0	0	1816466884	24	41
51	Brassica_rapa_AR103.20201202_annotation_report.xml	CAAS_Brap_v3.01	GCF_000309985.2	Brassica rapa	51589	41403	60607	60607	60400	207	57176	3100	49720	3593.22	74575	2716.94	60607	1323.39	271945	543.515	207544	312.139	0	0	0	0	0	0	0
52	Brienomyrus_brachyistius_AR100_annotation_report.xml	BBRACH_0.4	GCF_023856365.1	Brienomyrus brachyistius	48042	25637	62316	62372	62316	0	61079	643	46721	12140.8	89025	2954.47	62316	2214.45	338475	330.922	301591	2203.48	274462	173	65282	0	1993333720	22	193
53	Bubalus_bubalis_AR103_annotation_report.xml	NDDB_SH_1	GCF_019923935.1	Bubalus bubalis	37167	21359	64365	64670	64214	164	63052	761	33056	39242.9	83018	3284.33	64378	2177.71	283647	350.734	249367	7118.23	78322	2593887	62832	0	9850623333	50	149
54	Calypte_anna_AR101_annotation_report.xml	bCalAnn1_v1.p	GCF_003957555.1	Calypte anna	16230	14711	29214	29231	29214	0	27549	890	16050	32197.2	31285	3053.72	29214	1948.92	186766	258.669	169390	3391.6	126294	837602	54069	0	706878525	3	14
55	Camarhynchus_parvulus_AR100_annotation_report.xml	STF_HiC	GCF_901933205.1	Camarhynchus parvulus	16830	15747	28897	28914	28897	0	27003	1117	16619	32601.1	30296	3749.89	28897	2222.12	192525	287.335	175535	3448.61	136855	807692	54125	0	370675256	5	5
56	Camelina_sativa_AR101_annotation_report.xml	Cs	GCF_000633955.1	Camelina sativa	98741	82569	107481	107481	107451	30	94343	9492	90811	2466.68	124681	1616.39	107481	1283.81	514280	290.132	407188	252.103	109116	213113	0	0	4242202532	40	115
57	Camelus_ferus_AR102_annotation_report.xml	BCGSAC_Cfer_1.0	GCF_009834535.1	Camelus ferus	33358	20222	54506	54601	54514	5	53050	827	30930	37441.1	72100	3372.94	54519	2063.56	279030	359.279	244150	6013.36	251862	94704	201080	0	3134927532	23	68
58	Canis_lupus_dingo_AR102_annotation_report.xml	ASM325472v2	GCF_003254725.2	Canis lupus dingo	40364	20775	74728	74854	74728	0	73276	868	35578	39170.2	104767	3409.91	74728	2034.31	322678	388.097	283465	7298.66	65282	0	65282	0	9134207560	37	107
59	Canis_lupus_familiaris_AR106_annotation_report.xml	ROS_Cfam_1.0	GCF_014441545.1	Canis lupus familiaris	50641	23591	307045	307865	304828	2230	298554	5269	42960	33902.3	469911	2941.18	307058	2009.1	325412	333.76	284223	6932.87	65602	9325837	60888	0	5307763318	28	36
60	Capsicum_annuum_AR101_annotation_report.xml	UCD10Xv1.1	GCF_002878395.1	Capsicum annuum	48341	32202	51276	51555	51221	334	44684	6209	42593	5426.09	71637	1901.36	51555	1298.66	217819	374.695	167423	1281.47	82484	415189	0	0	7296697050	28	281
61	Carassius_auratus_AR100_annotation_report.xml	ASM336829v1	GCF_003368295.1	Carassius auratus	83650	53065	96690	97252	96690	13	92634	1992	75736	12661.6	123405	2780.81	96703	2172.4	614178	283.103	544301	1762.74	235009	5638177	51204	0	4293088470	100	149
62	Carya_illinoinensis_AR100_annotation_report.xml	C.illinoinensisPawnee_v1	GCF_018687715.1	Carya illinoinensis	45429	31494	54401	54484	54484	0	49382	4678	43062	4077.66	71713	1939.59	54484	1523.88	221328	356.063	175846	800.713	158538	1242528	0	0	8809118426	54	153
63	Cataglyphis_hispanica_AR100_annotation_report.xml	ULB_Chis1_1.0	GCF_021464435.1	Cataglyphis hispanica	11502	10468	22395	22395	22395	0	21577	461	11301	16051.9	24187	3536.11	22395	2136.82	95899	400.1	82182	2678.72	207038	0	0	0	416864975	1	6
64	Catharus_ustulatus_AR101_annotation_report.xml	bCatUst1.pri.v2	GCF_009819885.2	Catharus ustulatus	19631	16929	36071	36231	36071	0	34331	1017	19256	32062.5	40360	3748.56	36071	2209.21	215005	306.8	195309	3745.53	146117	808891	62645	0	1441809552	1	19
65	Cervus_canadensis_AR100_annotation_report.xml	ASM1932006v1	GCF_019320065.1	Cervus canadensis	35756	22348	56132	56339	56132	0	54330	1085	31512	38264.3	68729	3124.78	56132	2003.69	261788	321.638	231882	6691.55	101997	2379928	62730	423031	3002928140	24	52
66	Cervus_elaphus_AR100_annotation_report.xml	mCerEla1.1	GCF_910594005.1	Cervus elaphus	37348	22941	57591	57862	57591	0	55744	1167	32781	37643.9	71009	3097.89	57591	2001.24	268079	319.82	237519	6704.81	102054	2042722	62782	423393	3030370888	25	53
67	Chanos_chanos_AR100_annotation_report.xml	fChaCha1.1	GCF_902362185.1	Chanos chanos	26078	23173	29895	30105	29895	13	22823	3954	25275	13036.4	32104	2058.38	29908	1819.08	255394	199.184	231863	1288.45	225064	6315814	54107	0	139117151	2	13
68	Cheilinus_undulatus_AR100_annotation_report.xml	ASM1832078v1	GCF_018320785.1	Cheilinus undulatus	26354	23316	39989	40068	40002	0	37897	1158	25870	28077.7	43500	3677.3	40002	2258.4	274553	297.868	250467	2997.06	210138	6278220	62353	0	436625552	2	10
69	Chelmon_rostratus_AR100_annotation_report.xml	fCheRos1.pri	GCF_017976325.1	Chelmon rostratus	24046	22040	33899	34085	33912	0	32060	896	23603	16313	36028	3253.62	33912	2067.13	260758	273.324	237505	1487	217867	0	62364	0	223957656	1	1
70	Chiroxiphia_lanceolata_AR100_annotation_report.xml	bChiLan1.pri	GCF_009829145.1	Chiroxiphia lanceolata	20299	15873	39412	39421	39412	0	38083	759	20180	31029.6	46628	3607.73	39412	2180.2	221672	306.453	198493	3850.09	139388	861727	56488	0	1363121047	9	22
71	Choloepus_didactylus_AR100_annotation_report.xml	mChoDid1.pri	GCF_015220235.1	Choloepus didactylus	41055	23549	54514	54704	54527	0	51267	1800	28599	47598.4	63466	3197.13	54527	1967.79	257252	331.56	225608	7612.01	302800	1	205748	0	1536052412	12	12
72	Chrysoperla_carnea_AR100_annotation_report.xml	inChrCarn1.1	GCF_905475395.1	Chrysoperla carnea	15864	12985	17649	17649	17649	0	13987	2245	15736	18136.1	20632	2041.98	17649	1885.21	84037	336.934	69638	4302.52	205796	58667	0	0	408224280	5	8
73	Cicer_arietinum_AR102_annotation_report.xml	ASM33114v1	GCF_000331145.1	Cicer arietinum	30344	25037	35679	35754	35502	252	32728	2483	28880	3970.47	42630	1816.66	35754	1392.42	169167	316.645	135928	576.788	151331	6255013	0	0	9159639829	84	258
74	Citrus_sinensis_AR103_annotation_report.xml	DVS_A1.0	GCF_022201045.2	Citrus sinensis	29331	23556	40307	40427	40304	123	37022	2958	28080	4324.66	49634	2015.23	40427	1534.6	168286	351.395	133108	868.014	103416	215526	0	0	7826891830	34	147
75	Clupea_harengus_AR102_annotation_report.xml	Ch_v2.0.2	GCF_900700415.2	Clupea harengus	32797	26665	46818	47030	46822	9	43106	2031	31882	14427.2	53096	3181.98	46831	2152.52	299009	293.144	266868	1683.32	176468	436	62644	0	3138673459	19	21
76	Coccinella_septempunctata_AR100_annotation_report.xml	icCocSept1.1	GCF_907165205.1	Coccinella septempunctata	16932	14769	23111	23111	23111	0	20585	2065	16885	14550.8	26021	2337.47	23111	1853.69	95951	364.968	78181	3513.75	195267	24	0	0	2602644578	11	56
77	Coffea_arabica_AR100_annotation_report.xml	Cara_1.0	GCF_003713225.1	Coffea arabica	56902	44759	67137	67222	67222	0	55276	10573	52341	3916.15	81317	1890.11	67222	1441.71	286066	356.588	224240	624.966	63171	240011	0	0	2148668333	22	139
78	Coffea_eugenioides_AR100_annotation_report.xml	Ceug_1.0	GCF_003713205.1	Coffea eugenioides	35455	29100	38150	38150	38150	0	28141	8632	33619	3782.42	44358	1669.52	38150	1421.96	166485	338.692	132885	623.348	63171	18	0	0	410394581	3	104
79	Colias_croceus_AR100_annotation_report.xml	ilColCroc2.1	GCF_905220415.1	Colias croceus	15772	13592	20988	20988	20988	0	19201	1111	15660	13890.5	23579	2454.98	20988	1839.53	114161	301.707	98852	2322.56	195577	212935	0	0	1121503902	5	32
80	Coregonus_clupeaformis_AR101_annotation_report.xml	ASM2061545v1	GCF_020615455.1	Coregonus clupeaformis	60366	42433	76872	77069	76885	0	71532	2859	55237	22421.6	92471	2776.45	76885	2022.88	487420	273.322	437930	2938.1	177242	77303	62836	0	2536374437	13	64
81	Corvus_hawaiiensis_AR100_annotation_report.xml	bCorHaw1.pri.cur	GCF_020740725.1	Corvus hawaiiensis	21647	16414	43134	43185	43147	0	42003	676	21464	30146.2	51865	4013.21	43147	2332.04	229947	351.243	207023	3938.27	138907	0	64209	0	2847991870	17	87
82	Corvus_moneduloides_AR100_annotation_report.xml	bCorMon1.pri	GCF_009650955.1	Corvus moneduloides	20781	16167	43047	43081	43047	0	42149	540	20646	31705	51063	4191.04	43047	2293.55	227437	379.43	204095	4008.12	161059	1183713	56019	0	5428994601	14	163
83	Cotesia_glomerata_AR100_annotation_report.xml	MPM_Cglom_v2.3	GCF_020080835.1	Cotesia glomerata	17144	14119	25331	25331	25331	0	22913	1870	16931	11212.4	29183	2492.21	25331	2099.59	98806	379.474	78439	2587.92	201096	41160	0	0	3197726010	15	57
84	Cottoperca_gobio_AR100_annotation_report.xml	fCotGob3.1	GCF_900634415.1	Cottoperca gobio	25595	21272	37849	37909	37849	0	35981	834	24832	15329	42528	3113.5	37849	2022.8	257078	278.448	232352	1591.87	204368	15156691	53563	0	799860506	4	4
85	Coturnix_japonica_AR101_annotation_report.xml	Coturnix japonica 2.1	GCF_001577835.2	Coturnix japonica	20956	16026	40881	40934	40817	77	39977	462	20762	27681.5	49471	4003.03	40894	2260.73	224432	366.171	200228	3454.68	120830	1183804	56519	0	8702314571	47	215
86	Cricetulus_griseus_AR104_annotation_report.xml	CriGri_1.0	GCF_000223135.1	Cricetulus griseus	34754	22903	83814	84642	83488	339	76340	3688	28999	29768.2	102203	2852.82	83827	1908.8	225101	290.983	197889	4350.29	96683	9034822	57871	0	4834348345	49	170
87	Cucumis_melo_AR102_annotation_report.xml	USDA_Cmelo_AY_1.0	GCF_025177605.1	Cucumis melo	28628	20741	35729	35817	35686	131	33634	1782	28098	4115.2	48671	1870.96	35817	1414.83	159672	329.523	127046	726.044	49771	168276	0	0	3784400030	14	108
88	Cucumis_sativus_AR102_annotation_report.xml	Cucumber_9930_V3	GCF_000004075.3	Cucumis sativus	23999	20040	30797	30919	30609	310	29455	1091	23629	4377.13	37655	1923.02	30919	1425.32	147439	325.027	118598	602.22	50591	218918	0	0	9211899193	51	226
89	Culex_pipiens_pallens_GCF_016801865.2-RS_2022_12_annotation_report.xml	TS_CPP_V2	GCF_016801865.2	Culex pipiens pallens	19673	16297	25907	25920	25920	0	24362	1086	18826	19620.5	29329	3071	25920	2054.99	85824	585.201	65237	6599.34	204785	224282	0	0	6285230140	4	136
90	Culex_quinquefasciatus_AR100_annotation_report.xml	VPISU_Cqui_1.0_pri_paternal	GCF_015732765.1	Culex quinquefasciatus	18458	15094	24518	24531	24531	0	22373	1605	17836	19131.8	27887	2741.85	24531	2008.25	82092	496.956	63780	6396.76	193558	224236	0	0	2810421482	13	46
91	Cyclopterus_lumpus_AR100_annotation_report.xml	fCycLum1.pri	GCF_009769545.1	Cyclopterus lumpus	26630	21480	38625	38667	38625	0	36521	949	26442	12799.4	44784	2847.79	38625	2062.32	263670	261.206	236468	1357.57	210149	89462	57234	0	524690834	2	14
92	Cygnus_olor_AR100_annotation_report.xml	bCygOlo1.pri.v2	GCF_009769625.2	Cygnus olor	23209	16150	47781	47851	47794	0	46809	471	23049	30754.2	59914	3878.95	47794	2219.6	243023	362.147	214363	4187.7	94411	1145703	61693	0	2368651928	5	39
93	Cynoglossus_semilaevis_AR102_annotation_report.xml	Cse_v1.0	GCF_000523025.1	Cynoglossus semilaevis	25771	21395	39226	39251	39127	112	37640	462	25504	13712.1	46034	3195.31	39239	2035.25	273336	299.462	242033	1363.63	213498	5626572	50173	0	3311493626	9	50
94	Cyprinus_carpio_AR101_annotation_report.xml	ASM1834038v1	GCF_018340385.1	Cyprinus carpio	59559	43531	80673	80987	80670	16	76723	1763	53084	16724.8	93194	2989.24	80686	2068.37	517083	279.072	458438	2003.53	252182	51682	62645	0	8528970436	62	261
95	Daphnia_magna_AR101_annotation_report.xml	ASM2063170v1.1	GCF_020631705.1	Daphnia magna	28335	16891	28208	28221	28221	0	26047	1688	26132	3187.35	45615	2240.73	28221	1808.34	163702	321.95	133457	376.277	172393	8326073	0	0	9104367049	53	172
96	Daphnia_pulex_AR100_annotation_report.xml	ASM2113471v1	GCF_021134715.1	Daphnia pulex	22355	15295	27972	27985	27972	13	26911	863	22205	3716.17	39720	2483.96	27985	2089.19	156332	310.796	129117	417.55	130426	155254	0	0	7458109869	30	155
97	Daphnia_pulicaria_AR100_annotation_report.xml	SC_F0-13Bv2	GCF_021234035.1	Daphnia pulicaria	41982	16865	27597	27597	27597	0	25656	1490	31702	3529.89	46683	1833.04	27597	1899.97	162400	295.652	135336	611.935	130535	634	0	0	2174884319	5	67
